STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Reference area,FREQ,Frequency of observation,TRANSACTION,Transaction,MEASURE,Measure,UNIT_MEASURE,Unit of measure,SECTOR,Institutional sector,CIVIL_STATUS,Civil status,HOUSEHOLD_TYPE,Household type,INCOME_PRINCIPAL,Earnings of the principal,INCOME_SPOUSE,Earnings of the spouse,LEVEL,Level,TAX_BASE,Tax base,TIME_PERIOD,Time period,OBS_VALUE,Observation value,DECIMALS,Decimals,OBS_STATUS,Observation status,UNIT_MULT,Unit multiplier
DATAFLOW,OECD.CTP.TPS:DSD_TAX_PIT@DF_PIT_TOP_EARN_THRESH(1.0),Personal income tax (PIT) - top statutory and marginal tax rate,I,CAN,Canada,A,Annual,_Z,Not applicable,PIT_SSC_R_TH,Personal marginal income tax and employee social security contribution rate at top statutory tax rate earnings threshold,PT_WG_EARN_G,Percentage of gross wage earnings,S13,General government,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2025,,53.5296,,1,One,A,Normal value,0,Units
DATAFLOW,OECD.CTP.TPS:DSD_TAX_PIT@DF_PIT_TOP_EARN_THRESH(1.0),Personal income tax (PIT) - top statutory and marginal tax rate,I,CAN,Canada,A,Annual,_Z,Not applicable,PIT_R_TH,Personal marginal income tax rate at top tax rate earnings threshold,PT_WG_EARN_G,Percentage of gross wage earnings,S13,General government,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2025,,53.5296,,1,One,A,Normal value,0,Units
DATAFLOW,OECD.CTP.TPS:DSD_TAX_PIT@DF_PIT_TOP_EARN_THRESH(1.0),Personal income tax (PIT) - top statutory and marginal tax rate,I,CHL,Chile,A,Annual,_Z,Not applicable,TS_PIT,Top statutory personal income tax rate,PT_WG_EARN_G,Percentage of gross wage earnings,S13,General government,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2025,,39.999999,,1,One,A,Normal value,0,Units
DATAFLOW,OECD.CTP.TPS:DSD_TAX_PIT@DF_PIT_TOP_EARN_THRESH(1.0),Personal income tax (PIT) - top statutory and marginal tax rate,I,CHL,Chile,A,Annual,_Z,Not applicable,PIT_SSC_R_TH,Personal marginal income tax and employee social security contribution rate at top statutory tax rate earnings threshold,PT_WG_EARN_G,Percentage of gross wage earnings,S13,General government,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2025,,39.999999,,1,One,A,Normal value,0,Units
DATAFLOW,OECD.CTP.TPS:DSD_TAX_PIT@DF_PIT_TOP_EARN_THRESH(1.0),Personal income tax (PIT) - top statutory and marginal tax rate,I,CHL,Chile,A,Annual,_Z,Not applicable,PIT_R_TH,Personal marginal income tax rate at top tax rate earnings threshold,PT_WG_EARN_G,Percentage of gross wage earnings,S13,General government,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2025,,39.999999,,1,One,A,Normal value,0,Units
DATAFLOW,OECD.CTP.TPS:DSD_TAX_PIT@DF_PIT_TOP_EARN_THRESH(1.0),Personal income tax (PIT) - top statutory and marginal tax rate,I,COL,Colombia,A,Annual,_Z,Not applicable,PIT_SSC_R_TH,Personal marginal income tax and employee social security contribution rate at top statutory tax rate earnings threshold,PT_WG_EARN_G,Percentage of gross wage earnings,S13,General government,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2025,,38.999999,,1,One,A,Normal value,0,Units
DATAFLOW,OECD.CTP.TPS:DSD_TAX_PIT@DF_PIT_TOP_EARN_THRESH(1.0),Personal income tax (PIT) - top statutory and marginal tax rate,I,COL,Colombia,A,Annual,_Z,Not applicable,PIT_R_TH,Personal marginal income tax rate at top tax rate earnings threshold,PT_WG_EARN_G,Percentage of gross wage earnings,S13,General government,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2025,,38.999999,,1,One,A,Normal value,0,Units
DATAFLOW,OECD.CTP.TPS:DSD_TAX_PIT@DF_PIT_TOP_EARN_THRESH(1.0),Personal income tax (PIT) - top statutory and marginal tax rate,I,COL,Colombia,A,Annual,_Z,Not applicable,TS_PIT,Top statutory personal income tax rate,PT_WG_EARN_G,Percentage of gross wage earnings,S13,General government,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2025,,38.999999,,1,One,A,Normal value,0,Units
DATAFLOW,OECD.CTP.TPS:DSD_TAX_PIT@DF_PIT_TOP_EARN_THRESH(1.0),Personal income tax (PIT) - top statutory and marginal tax rate,I,CRI,Costa Rica,A,Annual,_Z,Not applicable,PIT_R_TH,Personal marginal income tax rate at top tax rate earnings threshold,PT_WG_EARN_G,Percentage of gross wage earnings,S13,General government,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2025,,23.076923,,1,One,A,Normal value,0,Units
DATAFLOW,OECD.CTP.TPS:DSD_TAX_PIT@DF_PIT_TOP_EARN_THRESH(1.0),Personal income tax (PIT) - top statutory and marginal tax rate,I,CRI,Costa Rica,A,Annual,_Z,Not applicable,PIT_SSC_R_TH,Personal marginal income tax and employee social security contribution rate at top statutory tax rate earnings threshold,PT_WG_EARN_G,Percentage of gross wage earnings,S13,General government,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2025,,32.926154,,1,One,A,Normal value,0,Units
DATAFLOW,OECD.CTP.TPS:DSD_TAX_PIT@DF_PIT_TOP_EARN_THRESH(1.0),Personal income tax (PIT) - top statutory and marginal tax rate,I,CRI,Costa Rica,A,Annual,_Z,Not applicable,TS_PIT,Top statutory personal income tax rate,PT_WG_EARN_G,Percentage of gross wage earnings,S13,General government,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2025,,25,,1,One,A,Normal value,0,Units
DATAFLOW,OECD.CTP.TPS:DSD_TAX_PIT@DF_PIT_TOP_EARN_THRESH(1.0),Personal income tax (PIT) - top statutory and marginal tax rate,I,CZE,Czechia,A,Annual,_Z,Not applicable,PIT_R_TH,Personal marginal income tax rate at top tax rate earnings threshold,PT_WG_EARN_G,Percentage of gross wage earnings,S13,General government,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2025,,23,,1,One,A,Normal value,0,Units
DATAFLOW,OECD.CTP.TPS:DSD_TAX_PIT@DF_PIT_TOP_EARN_THRESH(1.0),Personal income tax (PIT) - top statutory and marginal tax rate,I,CZE,Czechia,A,Annual,_Z,Not applicable,PIT_SSC_R_TH,Personal marginal income tax and employee social security contribution rate at top statutory tax rate earnings threshold,PT_WG_EARN_G,Percentage of gross wage earnings,S13,General government,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2025,,34.6,,1,One,A,Normal value,0,Units
DATAFLOW,OECD.CTP.TPS:DSD_TAX_PIT@DF_PIT_TOP_EARN_THRESH(1.0),Personal income tax (PIT) - top statutory and marginal tax rate,I,CZE,Czechia,A,Annual,_Z,Not applicable,TS_PIT,Top statutory personal income tax rate,PT_WG_EARN_G,Percentage of gross wage earnings,S13,General government,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2025,,23,,1,One,A,Normal value,0,Units
DATAFLOW,OECD.CTP.TPS:DSD_TAX_PIT@DF_PIT_TOP_EARN_THRESH(1.0),Personal income tax (PIT) - top statutory and marginal tax rate,I,DNK,Denmark,A,Annual,_Z,Not applicable,PIT_SSC_R_TH,Personal marginal income tax and employee social security contribution rate at top statutory tax rate earnings threshold,PT_WG_EARN_G,Percentage of gross wage earnings,S13,General government,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2025,,55.9044,,1,One,A,Normal value,0,Units
DATAFLOW,OECD.CTP.TPS:DSD_TAX_PIT@DF_PIT_TOP_EARN_THRESH(1.0),Personal income tax (PIT) - top statutory and marginal tax rate,I,DNK,Denmark,A,Annual,_Z,Not applicable,PIT_R_TH,Personal marginal income tax rate at top tax rate earnings threshold,PT_WG_EARN_G,Percentage of gross wage earnings,S13,General government,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2025,,55.9044,,1,One,A,Normal value,0,Units
DATAFLOW,OECD.CTP.TPS:DSD_TAX_PIT@DF_PIT_TOP_EARN_THRESH(1.0),Personal income tax (PIT) - top statutory and marginal tax rate,I,DNK,Denmark,A,Annual,_Z,Not applicable,TS_PIT,Top statutory personal income tax rate,PT_WG_EARN_G,Percentage of gross wage earnings,S13,General government,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2025,,55.9044,,1,One,A,Normal value,0,Units
DATAFLOW,OECD.CTP.TPS:DSD_TAX_PIT@DF_PIT_TOP_EARN_THRESH(1.0),Personal income tax (PIT) - top statutory and marginal tax rate,I,EST,Estonia,A,Annual,_Z,Not applicable,TS_PIT,Top statutory personal income tax rate,PT_WG_EARN_G,Percentage of gross wage earnings,S13,General government,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2025,,22,,1,One,A,Normal value,0,Units
DATAFLOW,OECD.CTP.TPS:DSD_TAX_PIT@DF_PIT_TOP_EARN_THRESH(1.0),Personal income tax (PIT) - top statutory and marginal tax rate,I,EST,Estonia,A,Annual,_Z,Not applicable,PIT_R_TH,Personal marginal income tax rate at top tax rate earnings threshold,PT_WG_EARN_G,Percentage of gross wage earnings,S13,General government,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2025,,8.673985,,1,One,A,Normal value,0,Units
DATAFLOW,OECD.CTP.TPS:DSD_TAX_PIT@DF_PIT_TOP_EARN_THRESH(1.0),Personal income tax (PIT) - top statutory and marginal tax rate,I,EST,Estonia,A,Annual,_Z,Not applicable,PIT_SSC_R_TH,Personal marginal income tax and employee social security contribution rate at top statutory tax rate earnings threshold,PT_WG_EARN_G,Percentage of gross wage earnings,S13,General government,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2025,,10.273985,,1,One,A,Normal value,0,Units
DATAFLOW,OECD.CTP.TPS:DSD_TAX_PIT@DF_PIT_TOP_EARN_THRESH(1.0),Personal income tax (PIT) - top statutory and marginal tax rate,I,FIN,Finland,A,Annual,_Z,Not applicable,PIT_SSC_R_TH,Personal marginal income tax and employee social security contribution rate at top statutory tax rate earnings threshold,PT_WG_EARN_G,Percentage of gross wage earnings,S13,General government,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2025,,56.89547,,1,One,A,Normal value,0,Units
DATAFLOW,OECD.CTP.TPS:DSD_TAX_PIT@DF_PIT_TOP_EARN_THRESH(1.0),Personal income tax (PIT) - top statutory and marginal tax rate,I,FIN,Finland,A,Annual,_Z,Not applicable,PIT_R_TH,Personal marginal income tax rate at top tax rate earnings threshold,PT_WG_EARN_G,Percentage of gross wage earnings,S13,General government,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2025,,47.346418,,1,One,A,Normal value,0,Units
DATAFLOW,OECD.CTP.TPS:DSD_TAX_PIT@DF_PIT_TOP_EARN_THRESH(1.0),Personal income tax (PIT) - top statutory and marginal tax rate,I,FIN,Finland,A,Annual,_Z,Not applicable,TS_PIT,Top statutory personal income tax rate,PT_WG_EARN_G,Percentage of gross wage earnings,S13,General government,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2025,,51.79,,1,One,A,Normal value,0,Units
DATAFLOW,OECD.CTP.TPS:DSD_TAX_PIT@DF_PIT_TOP_EARN_THRESH(1.0),Personal income tax (PIT) - top statutory and marginal tax rate,I,FRA,France,A,Annual,_Z,Not applicable,PIT_R_TH,Personal marginal income tax rate at top tax rate earnings threshold,PT_WG_EARN_G,Percentage of gross wage earnings,S13,General government,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2025,,55.172,,1,One,A,Normal value,0,Units
DATAFLOW,OECD.CTP.TPS:DSD_TAX_PIT@DF_PIT_TOP_EARN_THRESH(1.0),Personal income tax (PIT) - top statutory and marginal tax rate,I,FRA,France,A,Annual,_Z,Not applicable,TS_PIT,Top statutory personal income tax rate,PT_WG_EARN_G,Percentage of gross wage earnings,S13,General government,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2025,,55.368,,1,One,A,Normal value,0,Units
DATAFLOW,OECD.CTP.TPS:DSD_TAX_PIT@DF_PIT_TOP_EARN_THRESH(1.0),Personal income tax (PIT) - top statutory and marginal tax rate,I,FRA,France,A,Annual,_Z,Not applicable,PIT_SSC_R_TH,Personal marginal income tax and employee social security contribution rate at top statutory tax rate earnings threshold,PT_WG_EARN_G,Percentage of gross wage earnings,S13,General government,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2025,,55.572,,1,One,A,Normal value,0,Units
DATAFLOW,OECD.CTP.TPS:DSD_TAX_PIT@DF_PIT_TOP_EARN_THRESH(1.0),Personal income tax (PIT) - top statutory and marginal tax rate,I,DEU,Germany,A,Annual,_Z,Not applicable,PIT_SSC_R_TH,Personal marginal income tax and employee social security contribution rate at top statutory tax rate earnings threshold,PT_WG_EARN_G,Percentage of gross wage earnings,S13,General government,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2025,,47.475,,1,One,A,Normal value,0,Units
DATAFLOW,OECD.CTP.TPS:DSD_TAX_PIT@DF_PIT_TOP_EARN_THRESH(1.0),Personal income tax (PIT) - top statutory and marginal tax rate,I,DEU,Germany,A,Annual,_Z,Not applicable,TS_PIT,Top statutory personal income tax rate,PT_WG_EARN_G,Percentage of gross wage earnings,S13,General government,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2025,,47.475,,1,One,A,Normal value,0,Units
DATAFLOW,OECD.CTP.TPS:DSD_TAX_PIT@DF_PIT_TOP_EARN_THRESH(1.0),Personal income tax (PIT) - top statutory and marginal tax rate,I,DEU,Germany,A,Annual,_Z,Not applicable,PIT_R_TH,Personal marginal income tax rate at top tax rate earnings threshold,PT_WG_EARN_G,Percentage of gross wage earnings,S13,General government,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2025,,47.475,,1,One,A,Normal value,0,Units
DATAFLOW,OECD.CTP.TPS:DSD_TAX_PIT@DF_PIT_TOP_EARN_THRESH(1.0),Personal income tax (PIT) - top statutory and marginal tax rate,I,GRC,Greece,A,Annual,_Z,Not applicable,PIT_SSC_R_TH,Personal marginal income tax and employee social security contribution rate at top statutory tax rate earnings threshold,PT_WG_EARN_G,Percentage of gross wage earnings,S13,General government,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2025,,53.2198,,1,One,A,Normal value,0,Units
DATAFLOW,OECD.CTP.TPS:DSD_TAX_PIT@DF_PIT_TOP_EARN_THRESH(1.0),Personal income tax (PIT) - top statutory and marginal tax rate,I,GRC,Greece,A,Annual,_Z,Not applicable,PIT_R_TH,Personal marginal income tax rate at top tax rate earnings threshold,PT_WG_EARN_G,Percentage of gross wage earnings,S13,General government,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2025,,39.8498,,1,One,A,Normal value,0,Units
DATAFLOW,OECD.CTP.TPS:DSD_TAX_PIT@DF_PIT_TOP_EARN_THRESH(1.0),Personal income tax (PIT) - top statutory and marginal tax rate,I,GRC,Greece,A,Annual,_Z,Not applicable,TS_PIT,Top statutory personal income tax rate,PT_WG_EARN_G,Percentage of gross wage earnings,S13,General government,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2025,,44,,1,One,A,Normal value,0,Units
DATAFLOW,OECD.CTP.TPS:DSD_TAX_PIT@DF_PIT_TOP_EARN_THRESH(1.0),Personal income tax (PIT) - top statutory and marginal tax rate,I,HUN,Hungary,A,Annual,_Z,Not applicable,PIT_SSC_R_TH,Personal marginal income tax and employee social security contribution rate at top statutory tax rate earnings threshold,PT_WG_EARN_G,Percentage of gross wage earnings,S13,General government,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2025,,33.5,,1,One,A,Normal value,0,Units
DATAFLOW,OECD.CTP.TPS:DSD_TAX_PIT@DF_PIT_TOP_EARN_THRESH(1.0),Personal income tax (PIT) - top statutory and marginal tax rate,I,ISL,Iceland,A,Annual,_Z,Not applicable,TS_PIT,Top statutory personal income tax rate,PT_WG_EARN_G,Percentage of gross wage earnings,S13,General government,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2025,,46.29,,1,One,A,Normal value,0,Units
DATAFLOW,OECD.CTP.TPS:DSD_TAX_PIT@DF_PIT_TOP_EARN_THRESH(1.0),Personal income tax (PIT) - top statutory and marginal tax rate,I,ISL,Iceland,A,Annual,_Z,Not applicable,PIT_R_TH,Personal marginal income tax rate at top tax rate earnings threshold,PT_WG_EARN_G,Percentage of gross wage earnings,S13,General government,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2025,,44.4384,,1,One,A,Normal value,0,Units
DATAFLOW,OECD.CTP.TPS:DSD_TAX_PIT@DF_PIT_TOP_EARN_THRESH(1.0),Personal income tax (PIT) - top statutory and marginal tax rate,I,ISL,Iceland,A,Annual,_Z,Not applicable,PIT_SSC_R_TH,Personal marginal income tax and employee social security contribution rate at top statutory tax rate earnings threshold,PT_WG_EARN_G,Percentage of gross wage earnings,S13,General government,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2025,,44.4384,,1,One,A,Normal value,0,Units
DATAFLOW,OECD.CTP.TPS:DSD_TAX_PIT@DF_PIT_TOP_EARN_THRESH(1.0),Personal income tax (PIT) - top statutory and marginal tax rate,I,IRL,Ireland,A,Annual,_Z,Not applicable,PIT_R_TH,Personal marginal income tax rate at top tax rate earnings threshold,PT_WG_EARN_G,Percentage of gross wage earnings,S13,General government,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2025,,48,,1,One,A,Normal value,0,Units
DATAFLOW,OECD.CTP.TPS:DSD_TAX_PIT@DF_PIT_TOP_EARN_THRESH(1.0),Personal income tax (PIT) - top statutory and marginal tax rate,I,IRL,Ireland,A,Annual,_Z,Not applicable,PIT_SSC_R_TH,Personal marginal income tax and employee social security contribution rate at top statutory tax rate earnings threshold,PT_WG_EARN_G,Percentage of gross wage earnings,S13,General government,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2025,,52.1,,1,One,A,Normal value,0,Units
DATAFLOW,OECD.CTP.TPS:DSD_TAX_PIT@DF_PIT_TOP_EARN_THRESH(1.0),Personal income tax (PIT) - top statutory and marginal tax rate,I,IRL,Ireland,A,Annual,_Z,Not applicable,TS_PIT,Top statutory personal income tax rate,PT_WG_EARN_G,Percentage of gross wage earnings,S13,General government,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2025,,48,,1,One,A,Normal value,0,Units
DATAFLOW,OECD.CTP.TPS:DSD_TAX_PIT@DF_PIT_TOP_EARN_THRESH(1.0),Personal income tax (PIT) - top statutory and marginal tax rate,I,ITA,Italy,A,Annual,_Z,Not applicable,PIT_SSC_R_TH,Personal marginal income tax and employee social security contribution rate at top statutory tax rate earnings threshold,PT_WG_EARN_G,Percentage of gross wage earnings,S13,General government,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2025,,52.237873,,1,One,A,Normal value,0,Units
DATAFLOW,OECD.CTP.TPS:DSD_TAX_PIT@DF_PIT_TOP_EARN_THRESH(1.0),Personal income tax (PIT) - top statutory and marginal tax rate,I,ITA,Italy,A,Annual,_Z,Not applicable,TS_PIT,Top statutory personal income tax rate,PT_WG_EARN_G,Percentage of gross wage earnings,S13,General government,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2025,,47.23,,1,One,A,Normal value,0,Units
DATAFLOW,OECD.CTP.TPS:DSD_TAX_PIT@DF_PIT_TOP_EARN_THRESH(1.0),Personal income tax (PIT) - top statutory and marginal tax rate,I,ITA,Italy,A,Annual,_Z,Not applicable,PIT_R_TH,Personal marginal income tax rate at top tax rate earnings threshold,PT_WG_EARN_G,Percentage of gross wage earnings,S13,General government,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2025,,42.747873,,1,One,A,Normal value,0,Units
DATAFLOW,OECD.CTP.TPS:DSD_TAX_PIT@DF_PIT_TOP_EARN_THRESH(1.0),Personal income tax (PIT) - top statutory and marginal tax rate,I,JPN,Japan,A,Annual,_Z,Not applicable,PIT_SSC_R_TH,Personal marginal income tax and employee social security contribution rate at top statutory tax rate earnings threshold,PT_WG_EARN_G,Percentage of gross wage earnings,S13,General government,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2025,,56.187302,,1,One,A,Normal value,0,Units
DATAFLOW,OECD.CTP.TPS:DSD_TAX_PIT@DF_PIT_TOP_EARN_THRESH(1.0),Personal income tax (PIT) - top statutory and marginal tax rate,I,JPN,Japan,A,Annual,_Z,Not applicable,PIT_R_TH,Personal marginal income tax rate at top tax rate earnings threshold,PT_WG_EARN_G,Percentage of gross wage earnings,S13,General government,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2025,,55.637302,,1,One,A,Normal value,0,Units
DATAFLOW,OECD.CTP.TPS:DSD_TAX_PIT@DF_PIT_TOP_EARN_THRESH(1.0),Personal income tax (PIT) - top statutory and marginal tax rate,I,JPN,Japan,A,Annual,_Z,Not applicable,TS_PIT,Top statutory personal income tax rate,PT_WG_EARN_G,Percentage of gross wage earnings,S13,General government,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2025,,55.945,,1,One,A,Normal value,0,Units
DATAFLOW,OECD.CTP.TPS:DSD_TAX_PIT@DF_PIT_TOP_EARN_THRESH(1.0),Personal income tax (PIT) - top statutory and marginal tax rate,I,KOR,Korea,A,Annual,_Z,Not applicable,PIT_SSC_R_TH,Personal marginal income tax and employee social security contribution rate at top statutory tax rate earnings threshold,PT_WG_EARN_G,Percentage of gross wage earnings,S13,General government,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2025,,51.976561,,1,One,A,Normal value,0,Units
DATAFLOW,OECD.CTP.TPS:DSD_TAX_PIT@DF_PIT_TOP_EARN_THRESH(1.0),Personal income tax (PIT) - top statutory and marginal tax rate,I,KOR,Korea,A,Annual,_Z,Not applicable,PIT_R_TH,Personal marginal income tax rate at top tax rate earnings threshold,PT_WG_EARN_G,Percentage of gross wage earnings,S13,General government,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2025,,47.072483,,1,One,A,Normal value,0,Units
DATAFLOW,OECD.CTP.TPS:DSD_TAX_PIT@DF_PIT_TOP_EARN_THRESH(1.0),Personal income tax (PIT) - top statutory and marginal tax rate,I,KOR,Korea,A,Annual,_Z,Not applicable,TS_PIT,Top statutory personal income tax rate,PT_WG_EARN_G,Percentage of gross wage earnings,S13,General government,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2025,,49.500003,,1,One,A,Normal value,0,Units
DATAFLOW,OECD.CTP.TPS:DSD_TAX_PIT@DF_PIT_TOP_EARN_THRESH(1.0),Personal income tax (PIT) - top statutory and marginal tax rate,I,LVA,Latvia,A,Annual,_Z,Not applicable,TS_PIT,Top statutory personal income tax rate,PT_WG_EARN_G,Percentage of gross wage earnings,S13,General government,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2025,,0,,1,One,A,Normal value,0,Units
DATAFLOW,OECD.CTP.TPS:DSD_TAX_PIT@DF_PIT_TOP_EARN_THRESH(1.0),Personal income tax (PIT) - top statutory and marginal tax rate,I,LVA,Latvia,A,Annual,_Z,Not applicable,PIT_SSC_R_TH,Personal marginal income tax and employee social security contribution rate at top statutory tax rate earnings threshold,PT_WG_EARN_G,Percentage of gross wage earnings,S13,General government,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2025,,10.5,,1,One,A,Normal value,0,Units
DATAFLOW,OECD.CTP.TPS:DSD_TAX_PIT@DF_PIT_TOP_EARN_THRESH(1.0),Personal income tax (PIT) - top statutory and marginal tax rate,I,LVA,Latvia,A,Annual,_Z,Not applicable,PIT_R_TH,Personal marginal income tax rate at top tax rate earnings threshold,PT_WG_EARN_G,Percentage of gross wage earnings,S13,General government,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2025,,0,,1,One,A,Normal value,0,Units
DATAFLOW,OECD.CTP.TPS:DSD_TAX_PIT@DF_PIT_TOP_EARN_THRESH(1.0),Personal income tax (PIT) - top statutory and marginal tax rate,I,LTU,Lithuania,A,Annual,_Z,Not applicable,PIT_R_TH,Personal marginal income tax rate at top tax rate earnings threshold,PT_WG_EARN_G,Percentage of gross wage earnings,S13,General government,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2025,,32,,1,One,A,Normal value,0,Units
DATAFLOW,OECD.CTP.TPS:DSD_TAX_PIT@DF_PIT_TOP_EARN_THRESH(1.0),Personal income tax (PIT) - top statutory and marginal tax rate,I,LTU,Lithuania,A,Annual,_Z,Not applicable,TS_PIT,Top statutory personal income tax rate,PT_WG_EARN_G,Percentage of gross wage earnings,S13,General government,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2025,,32,,1,One,A,Normal value,0,Units
